,Player,Height,Weight,College,Country,Draft Year,Draft Round,Draft Number,Height_cm,BODY FAT %,"
            HAND LENGTH (inches)
          ",HAND WIDTH (inches),STANDING REACH,WINGSPAN
1224,Anfernee Simons,6-3,181,None,USA,2018,1,24,190.5,7.70%,8.75,9,8' 3.5'',6' 9.25''
1225,Moritz Wagner,6-11,245,Michigan,Germany,2018,1,25,210.82,6.75%,9,10.75,9' 0'',7' 0''
1226,Landry Shamet,6-4,190,Wichita State,USA,2018,1,26,193.04,4.85%,8,9,8' 4'',6' 6.75''
1227,Robert Williams III,6-8,237,Texas A&M,USA,2018,1,27,203.2,,,,,
1228,Jacob Evans,6-4,210,Cincinnati,USA,2018,1,28,193.04,6.50%,9,9.25,8' 6.5'',6' 9.25''
1229,Dzanan Musa,6-9,217,None,Bosnia and He...,2018,1,29,205.74,,,,,
1230,Luka Doncic,6-7,230,None,Slovenia,2018,1,3,200.66,,,,,
1231,Omari Spellman,6-8,245,Villanova,USA,2018,1,30,203.2,13.75%,9,9,8' 11.5'',7' 2''
1232,Elie Okobo,6-3,190,None,France,2018,2,31,190.5,,,,,
1233,Jevon Carter,6-1,200,West Virginia,USA,2018,2,32,185.42,4.15%,9.25,8.5,7' 11'',6' 4.25''
1234,Jalen Brunson,6-1,190,Villanova,USA,2018,2,33,185.42,6.70%,8.25,9.25,8' 0'',6' 4''
1235,Devonte' Graham,6-1,195,Kansas,USA,2018,2,34,185.42,,,,,
1236,Melvin Frazier Jr.,6-5,215,Tulane,USA,2018,2,35,195.58,,,,,
1237,Mitchell Robinson,7-0,240,None,USA,2018,2,36,213.36,,,,,
1238,Khyri Thomas,6-3,210,Creighton,USA,2018,2,38,190.5,6.40%,8.75,9.25,8' 5'',6' 10.5''
1239,Isaac Bonga,6-8,180,None,Germany,2018,2,39,203.2,,,,,
1240,Jaren Jackson Jr.,6-11,242,Michigan State,USA,2018,1,4,210.82,,,,,
1241,Rodions Kurucs,6-9,228,None,Latvia,2018,2,40,205.74,,,,,
1242,Jarred Vanderbilt,6-9,214,Kentucky,USA,2018,2,41,205.74,,,,,
1243,Bruce Brown,6-4,202,Miami,USA,2018,2,42,193.04,3.75%,8.5,8.5,8' 2.5'',6' 9''
1244,Hamidou Diallo,6-5,202,Kentucky,USA,2018,2,45,195.58,4.45%,8.75,9,8' 7'',6' 11.5''
1245,De'Anthony Melton,6-2,200,USC,USA,2018,2,46,187.96,,,,,
1246,Svi Mykhailiuk,6-7,205,Kansas,Ukraine,2018,2,47,200.66,11.40%,8,9.25,8' 4'',6' 5''
1247,Keita Bates-Diop,6-8,229,Ohio State,USA,2018,2,48,203.2,5.35%,9,8.5,8' 10.5'',7' 3.25''
1248,Chimezie Metu,6-9,225,USC,USA,2018,2,49,205.74,5.05%,9,9.25,9' 0'',7' 0.5''
1249,Alize Johnson,6-7,212,Missouri State,USA,2018,2,50,200.66,8.10%,8.5,9.75,8' 7'',6' 8.75''
1250,Devon Hall,6-2,215,Virginia,USA,2018,2,53,187.96,8.45%,8.5,10,8' 6'',6' 7.75''
1251,Shake Milton,6-5,205,Southern Methodist,USA,2018,2,54,195.58,6.80%,8.75,9.5,8' 3.5'',7' 0.75''
1252,Ray Spalding,6-10,215,Louisville,USA,2018,2,56,208.28,5.55%,9.25,9,9' 1'',7' 4.75''
1253,Kevin Hervey,6-9,230,Texas-Arlington,USA,2018,2,57,205.74,5.15%,9.25,10.25,8' 11'',7' 3.5''
1254,George King,6-6,220,University of Colorado Boulder,USA,2018,2,59,198.12,7.25%,9,10.25,8' 5.5'',6' 11.5''
1255,Mo Bamba,7-0,231,University of Texas at Austin,USA,2018,1,6,213.36,,,,,
1256,Kostas Antetokounmpo,6-10,200,University of Dayton,Greece,2018,2,60,208.28,5.00%,9.25,9.5,9' 2'',7' 2.25''
1257,Collin Sexton,6-1,190,Alabama,USA,2018,1,8,185.42,5.60%,8.25,8.5,8' 2.5'',6' 7.25''
1258,Kevin Knox II,6-7,215,Kentucky,USA,2018,1,9,200.66,,,,,
1259,Cam Reddish,6-8,218,Duke,USA,2019,1,10,203.2,,,,,
1260,Cameron Johnson,6-8,210,North Carolina,USA,2019,1,11,203.2,5.80%,8,8.5,8' 7'',6' 10''
1261,P.J. Washington,6-7,230,Kentucky,USA,2019,1,12,200.66,8.60%,9,10.25,8' 10.5'',7' 2.25''
1262,Romeo Langford,6-4,216,Indiana,USA,2019,1,14,193.04,-%,9,9,8' 7'',6' 11''
1263,Sekou Doumbouya,6-8,230,None,Guinea,2019,1,15,203.2,,,,,
1264,Nickeil Alexander-Walker,6-5,205,Virginia Tech,Canada,2019,1,17,195.58,5.90%,8.5,8.75,8' 6'',6' 9.5''
1265,Goga Bitadze,6-11,250,None,Georgia,2019,1,18,210.82,,,,,
1266,Luka Samanic,6-10,227,None,Croatia,2019,1,19,208.28,5.60%,8.5,9,8' 11'',6' 10.5''
1267,Ja Morant,6-3,174,Murray State,USA,2019,1,2,190.5,-%,-,-,,
1268,Matisse Thybulle,6-5,201,Washington,USA,2019,1,20,195.58,,,,,
1269,Brandon Clarke,6-8,215,Gonzaga,Canada,2019,1,21,203.2,4.90%,8.25,9.5,8' 6'',6' 8.25''
1270,Grant Williams,6-6,236,Tennessee,USA,2019,1,22,198.12,5.40%,9,10.5,8' 8.5'',6' 9.75''
1271,Darius Bazley,6-8,208,None,USA,2019,1,23,203.2,3.60%,9,9.75,8' 11'',7' 0''
1272,Nassir Little,6-5,220,North Carolina,USA,2019,1,25,195.58,5.90%,8.75,10,8' 8.5'',7' 1.25''
1273,Mfiondu Kabengele,6-9,250,Florida State,Canada,2019,1,27,205.74,5.10%,9.25,10.75,9' 1.5'',7' 3''
1274,Jordan Poole,6-4,194,Michigan,USA,2019,1,28,193.04,7.50%,8.25,8.5,8' 3.5'',6' 6.75''
1275,Keldon Johnson,6-5,220,Kentucky,USA,2019,1,29,195.58,5.60%,8,9.25,8' 8'',6' 9.25''
1276,RJ Barrett,6-6,214,Duke,Canada,2019,1,3,198.12,-%,-,-,,
1277,Kevin Porter Jr.,6-4,203,USC,USA,2019,1,30,193.04,5.10%,8.75,8.75,8' 7'',6' 9''
1278,Nicolas Claxton,6-11,215,Georgia,USA,2019,2,31,210.82,4.50%,9.25,9.5,9' 2'',7' 2.5''
1279,KZ Okpala,6-8,215,Stanford,USA,2019,2,32,203.2,4.60%,9.25,9.25,8' 10.5'',7' 1.75''
1280,Carsen Edwards,5-11,200,Purdue,USA,2019,2,33,180.34,5.50%,8.75,9,7' 10.5'',6' 6''
1281,Bruno Fernando,6-9,240,Maryland,Angola,2019,2,34,205.74,5.40%,9.25,10,9' 2'',7' 3.25''
1282,Cody Martin,6-5,205,Nevada-Reno,USA,2019,2,36,195.58,5.00%,8.25,9,8' 6.5'',6' 10.25''
1283,Daniel Gafford,6-10,234,Arkansas,USA,2019,2,38,208.28,5.90%,9.25,9.25,9' 2'',7' 2.25''
1284,Alen Smailagic,6-10,215,None,Serbia,2019,2,39,208.28,,,,,
1285,De'Andre Hunter,6-7,225,Virginia,USA,2019,1,4,200.66,-%,-,-,,
1286,Justin James,6-7,190,Wyoming,USA,2019,2,40,200.66,,,,,
1287,Eric Paschall,6-6,255,Villanova,USA,2019,2,41,198.12,6.30%,9,9.5,8' 7.5'',6' 11.75''
1288,Admiral Schofield,6-5,241,Tennessee,United Kingdo...,2019,2,42,195.58,6.80%,8.75,9,8' 6.5'',6' 9.75''
1289,Jaylen Nowell,6-4,201,Washington,USA,2019,2,43,193.04,6.10%,8.25,8.5,8' 2'',6' 7.25''
1290,Isaiah Roby,6-8,230,University of Nebraska-Lincoln,USA,2019,2,45,203.2,3.90%,9,10.5,8' 10'',7' 1''
1291,Ignas Brazdeikis,6-6,221,Michigan,Lithuania,2019,2,47,198.12,6.00%,8.75,9.5,8' 6'',6' 9.25''
1292,Quinndary Weatherspoon,6-3,205,Mississippi State,USA,2019,2,49,190.5,6.10%,8.5,9,8' 4'',6' 9''
1293,Darius Garland,6-1,192,Vanderbilt,USA,2019,1,5,185.42,-%,-,-,,
1294,Jarrell Brantley,6-5,250,College of Charleston,USA,2019,2,50,195.58,,,,,
1295,Jalen McDaniels,6-10,205,San Diego State,USA,2019,2,52,208.28,5.70%,9,10,8' 9.5'',7' 0.25''
1296,Justin Wright-Foreman,6-0,190,Hofstra,USA,2019,2,53,182.88,,,,,
1297,Marial Shayok,6-5,198,Iowa State,Canada,2019,2,54,195.58,4.70%,8.75,9.25,8' 7.5'',7' 0.25''
1298,Kyle Guy,6-1,167,Virginia,USA,2019,2,55,185.42,5.70%,8,8.75,7' 11.5'',6' 4.5''
1299,Jordan Bone,6-3,180,Tennessee,USA,2019,2,57,190.5,5.00%,7.5,9.25,7' 11'',6' 3.25''
1300,Miye Oni,6-5,206,Yale,USA,2019,2,58,195.58,4.90%,9,10,8' 4.5'',6' 10.75''
1301,Dewan Hernandez,6-10,235,Miami,USA,2019,2,59,208.28,6.10%,9.5,10.25,8' 11'',7' 1.75''
1302,Jarrett Culver,6-6,195,Texas Tech,USA,2019,1,6,198.12,5.00%,8.25,8.5,8' 4.5'',6' 9.5''
1303,Coby White,6-4,195,North Carolina,USA,2019,1,7,193.04,4.30%,7.75,9,8' 1.5'',6' 5''
1304,Jaxson Hayes,6-11,220,Texas,USA,2019,1,8,210.82,5.00%,9.25,10.5,9' 2.5'',7' 3.5''
1305,Rui Hachimura,6-8,230,Gonzaga,Japan,2019,1,9,203.2,,,,,
1306,Timofey Mozgov,7-1,250,None,Russia,2010,Undrafted,Undrafted,215.9,,,,,
1307,Malik Allen,,,,,2000,,,,-%,-,-,9' 1'',7' 2.5''
1308,Harold Arceneaux,,,,,2000,,,,-%,-,-,8' 7'',6' 8.5''
1309,Lamont Barnes,,,,,2000,,,,-%,-,-,9' 0'',7' 3.5''
1310,Mario Bland,,,,,2000,,,,-%,-,-,8' 7'',7' 0''
1311,Eric Coley,,,,,2000,,,,-%,-,-,8' 6'',6' 11''
1312,Ed Cota,,,,,2000,,,,-%,-,-,8' 0.5'',6' 4''
1313,Schea Cotton,,,,,2000,,,,-%,-,-,8' 4'',6' 7''
1314,Caswell Cyrus,,,,,2000,,,,-%,-,-,8' 11.5'',7' 2''
1315,Khalid El-Amin,,,,,2000,,,,-%,-,-,7' 9'',6' 1.5''
1316,Vassil Evtimov,,,,,2000,,,,-%,-,-,8' 10.5'',6' 10.5''
1318,Eddie Gill,,,,,2000,,,,-%,-,-,7' 9'',6' 4''
1319,Ceedric Goodwyn,,,,,2000,,,,-%,-,-,8' 8.5'',6' 10''
1320,Marcus Goree,,,,,2000,,,,-%,-,-,8' 9.5'',7' 0.5''
1321,A.J. Granger,,,,,2000,,,,-%,-,-,8' 7'',6' 9.5''
1322,Ron Hale,,,,,2000,,,,-%,-,-,8' 8.5'',6' 11''
1323,Johnny Hemsley,,,,,2000,,,,-%,-,-,8' 4.5'',6' 8''
1324,Michael Hermon,,,,,2000,,,,-%,-,-,8' 2.5'',6' 6.25''
1325,Cory Hightower,,,,,2000,,,,-%,-,-,8' 5.5'',6' 11''
1326,Shaheen Holloway,,,,,2000,,,,-%,-,-,7' 7'',5' 10''
1327,Jimmie Hunter,,,,,2000,,,,-%,-,-,8' 4'',6' 8''
1328,Jacob Jaacks,,,,,2000,,,,-%,-,-,8' 9.5'',6' 11''
1329,Nate Johnson,,,,,2000,,,,-%,-,-,8' 8'',6' 8.5''
1330,Kenyon Jones,,,,,2000,,,,-%,-,-,9' 0'',7' 1''
1331,Mark Karcher,,,,,2000,,,,-%,-,-,8' 6.5'',6' 8''
1332,Brandon Kurtz,,,,,2000,,,,-%,-,-,8' 10.5'',6' 11.25''
1333,Justin Love,,,,,2000,,,,-%,-,-,8' 1.5'',6' 4.5''
1334,Pete Mickeal,,,,,2000,,,,-%,-,-,8' 7.5'',6' 9.5''
1335,Brian Montonati,,,,,2000,,,,-%,-,-,8' 10'',6' 10.5''
1336,Gabe Muoneke,,,,,2000,,,,-%,-,-,8' 9'',7' 0.5''
1337,Ndongo N'diaye,,,,,2000,,,,-%,-,-,9' 4.5'',7' 3.5''
1338,Matthew Nielsen,,,,,2000,,,,-%,-,-,8' 10'',6' 10.5''
1339,Reed Rawlings,,,,,2000,,,,-%,-,-,8' 8'',6' 9.25''
1340,Damon Reed,,,,,2000,,,,-%,-,-,8' 8.5'',6' 9.5''
1341,Aubrey Reese,,,,,2000,,,,-%,-,-,7' 10.5'',6' 5.5''
1342,Terrance Roberson,,,,,2000,,,,-%,-,-,8' 7.5'',6' 8''
1343,Julius Doc Robinson,,,,,2000,,,,-%,-,-,7' 11.5'',6' 3.75''
1344,Pepe Sanchez,,,,,2000,,,,-%,-,-,8' 0'',6' 3.5''
1345,Matt Santangelo,,,,,2000,,,,-%,-,-,7' 10'',6' 3''
1346,Alex Scales,,,,,2000,,,,-%,-,-,8' 1.5'',6' 9''
1347,Karim Shabazz,,,,,2000,,,,-%,-,-,9' 3.5'',7' 3''
1348,Nick Sheppard,,,,,2000,,,,-%,-,-,8' 11.5'',6' 11''
1349,Jarrett Stephens,,,,,2000,,,,-%,-,-,8' 7'',6' 9.25''
1350,Bootsy Thornton,,,,,2000,,,,-%,-,-,8' 5.5'',6' 6.5''
1351,Jaquay Walls,,,,,2000,,,,-%,-,-,8' 0.5'',6' 2.5''
1352,Jameel Watkins,,,,,2000,,,,-%,-,-,9' 2'',7' 6''
1353,Adam Allenspach,,,,,2001,,,,12.40%,-,-,8' 11'',7' 0.5''
1354,Cookie Belcher,,,,,2001,,,,5.30%,-,-,8' 3'',6' 8.5''
1355,Charlie Bell,,,,,2001,,,,6.70%,-,-,8' 1.5'',6' 7.5''
1356,Calvin Bowman,,,,,2001,,,,8.60%,-,-,8' 8'',6' 11.5''
1357,SirValiant Brown,,,,,2001,,,,6.70%,-,-,7' 8.5'',6' 4''
1358,Ryan Carroll,,,,,2001,,,,8.00%,-,-,8' 3'',6' 8.25''
1359,Eric Chenowith,,,,,2001,,,,12.90%,-,-,9' 3'',7' 4''
1360,Sam Clancy,,,,,2001,,,,8.00%,-,-,8' 11'',7' 2.75''
1361,Gyasi Cline-Heard,,,,,2001,,,,8.00%,-,-,8' 7'',6' 11.5''
1362,Tate Decker,,,,,2001,,,,13.60%,-,-,8' 11'',6' 11.75''
1363,Robb Dryden,,,,,2001,,,,8.00%,-,-,9' 2.25'',7' 2.5''
1364,Maurice Evans,,,,,2001,,,,4.00%,-,-,8' 5'',6' 8''
1365,Anthony Evans,,,,,2001,,,,12.90%,-,-,8' 5.5'',6' 11.5''
1366,Benjamin Eze,,,,,2001,,,,3.90%,-,-,9' 1'',7' 6''
1367,Kimani Ffriend,,,,,2001,,,,11.70%,-,-,9' 0.5'',6' 10.75''
1368,Jerry Green,,,,,2001,,,,5.50%,-,-,8' 3'',6' 6.25''
1369,Kenny Gregory,,,,,2001,,,,6.70%,-,-,8' 5'',6' 11.25''
1370,Charles Hathaway,,,,,2001,,,,-%,-,-,8' 11.5'',7' 2''
1371,Michael Hicks,,,,,2001,,,,7.30%,-,-,8' 4.5'',6' 9.25''
1372,Andre Hutson,,,,,2001,,,,11.70%,-,-,8' 9.5'',6' 11.75''
1373,Nate James,,,,,2001,,,,6.00%,-,-,8' 7'',6' 10.75''
1374,Horace Jenkins,,,,,2001,,,,6.00%,-,-,8' 1'',6' 5.25''
1375,Darrell Johns,,,,,2001,,,,19.10%,-,-,9' 3.5'',7' 5''
1376,Darren Kelly,,,,,2001,,,,6.70%,-,-,8' 4'',6' 6.75''
1377,Zach Marbury,,,,,2001,,,,6.70%,-,-,8' 0.5'',6' 3.5''
1378,Mike Mardesich,,,,,2001,,,,13.60%,-,-,9' 0.5'',7' 0.5''
1379,DeMarcus Minor,,,,,2001,,,,6.70%,-,-,8' 3.5'',6' 8.25''
1380,Jamario Moon,,,,,2001,,,,5.30%,-,-,8' 7'',6' 11.5''
1381,Troy Ostler,,,,,2001,,,,8.00%,-,-,8' 10.5'',7' 1.5''
1382,Lazaros Papadopoulos,,,,,2001,,,,11.70%,-,-,9' 2.5'',7' 2.5''
1383,Rashad Phillips,,,,,2001,,,,12.40%,-,-,7' 8'',6' 1.5''
1384,Demetrius Porter,,,,,2001,,,,12.40%,-,-,7' 10'',6' 2.75''
1385,Martin Rancik,,,,,2001,,,,8.00%,-,-,8' 6.5'',6' 8''
1386,Norman Richardson,,,,,2001,,,,6.00%,-,-,8' 3'',6' 4.5''
1387,Lee Scruggs,,,,,2001,,,,10.50%,-,-,9' 2.5'',7' 5.75''
1388,Greg Stevenson,,,,,2001,,,,7.30%,-,-,8' 6'',7' 0.5''
1389,Damone Thornton,,,,,2001,,,,8.00%,-,-,8' 7.75'',7' 1.75''
1390,Tory Walker,,,,,2001,,,,6.70%,-,-,8' 8.5'',6' 11.25''
1391,Souleymane Wane,,,,,2001,,,,11.20%,-,-,9' 1'',7' 5''
1392,Brent Wright,,,,,2001,,,,12.40%,-,-,8' 9.5'',7' 1.5''
1393,Michael Wright,,,,,2001,,,,9.30%,-,-,8' 10.5'',6' 11.5''
1394,Maurice Baker,,,,,2002,,,,-%,-,-,8' 0'',6' 4''
1395,Lubos Barton,,,,,2002,,,,-%,-,-,8' 11'',7' 0''
1396,Lee Benson,,,,,2002,,,,-%,-,-,9' 1'',7' 1.75''
1397,J.R. Bremer,,,,,2002,,,,-%,-,-,8' 0'',6' 2.25''
1398,Brian Brown,,,,,2002,,,,-%,-,-,8' 3'',6' 7''
1399,Sylvere Bryan,,,,,2002,,,,-%,-,-,9' 1.5'',7' 4.5''
1400,Chris Burgess,,,,,2002,,,,-%,-,-,9' 1'',6' 11.5''
1401,Mire Chatman,,,,,2002,,,,-%,-,-,8' 2'',6' 6''
1402,Chris Christoffersen,,,,,2002,,,,-%,-,-,9' 1'',7' 3.5''
1403,Lenny Cooke,,,,,2002,,,,-%,-,-,8' 11'',7' 1''
1404,Craig Dawson,,,,,2002,,,,-%,-,-,8' 6'',6' 6.25''
1405,Teddy Dupay,,,,,2002,,,,-%,-,-,7' 6.5'',5' 10.75''
1406,Andy Ellis,,,,,2002,,,,-%,-,-,8' 6'',6' 10.25''
1407,Reggie Evans,,,,,2002,,,,-%,-,-,8' 11.5'',7' 2.5''
1408,Peter Fehse,,,,,2002,,,,-%,-,-,9' 1'',7' 0.5''
1409,David Graves,,,,,2002,,,,-%,-,-,8' 5'',6' 7''
1410,Lynn Greer,,,,,2002,,,,-%,-,-,7' 10.5'',6' 1''
1411,Rod Grizzard,,,,,2002,,,,-%,-,-,8' 11'',7' 0''
1412,Anthony Grundy,,,,,2002,,,,-%,-,-,8' 3'',6' 7.75''
1413,Damon Hancock,,,,,2002,,,,-%,-,-,8' 3.5'',6' 6''
1414,Greg Harrington,,,,,2002,,,,-%,-,-,8' 1'',6' 3.75''
1415,Udonis Haslem,,,,,2002,,,,-%,-,-,8' 11'',6' 11''
1416,Cordell Henry,,,,,2002,,,,-%,-,-,7' 8'',6' 1''
1417,Jason Jennings,,,,,2002,,,,-%,-,-,9' 3'',7' 7''
1418,Lonnie Jones,,,,,2002,,,,-%,-,-,9' 4'',7' 2.25''
1419,Sean Kennedy,,,,,2002,,,,-%,-,-,8' 0'',6' 2.5''
1420,Kris Lang,,,,,2002,,,,-%,-,-,9' 1'',6' 11.75''
1421,Muhammed Lasege,,,,,2002,,,,-%,-,-,9' 0.5'',7' 2''
1422,Steve Logan,,,,,2002,,,,-%,-,-,7' 8.5'',5' 11.75''
1423,Kevin Lyde,,,,,2002,,,,-%,-,-,9' 1.5'',7' 2''
1424,Kei Madison,,,,,2002,,,,-%,-,-,8' 11'',7' 0.5''
1425,Immanuel McElroy,,,,,2002,,,,-%,-,-,8' 4'',6' 6.5''
1426,Aaron McGhee,,,,,2002,,,,-%,-,-,8' 9.5'',6' 10''
1427,Elvin Mims,,,,,2002,,,,-%,-,-,8' 9.5'',7' 1.5''
1428,Byron Mouton,,,,,2002,,,,-%,-,-,8' 6'',6' 10.25''
1429,Ronald Murray,,,,,2002,,,,-%,-,-,8' 4.5'',6' 7.5''
1430,Uche Okafor,,,,,2002,,,,-%,-,-,9' 4'',7' 5.5''
1431,Jannero Pargo,,,,,2002,,,,-%,-,-,8' 0'',6' 2.5''
1432,Smush Parker,,,,,2002,,,,-%,-,-,8' 11.5'',6' 10''
1433,Luke Recker,,,,,2002,,,,-%,-,-,8' 5'',6' 7''
1434,Rolan Roberts,,,,,2002,,,,-%,-,-,8' 9.5'',7' 1''
1435,Travis Robinson,,,,,2002,,,,-%,-,-,8' 8.5'',6' 10.5''
1436,Brooks Sales,,,,,2002,,,,-%,-,-,9' 0'',6' 10''
1437,Predrag Savovic,,,,,2002,,,,-%,-,-,8' 6'',6' 7''
1438,Julian Sensley,,,,,2002,,,,-%,-,-,8' 9.5'',6' 11.5''
1439,Israel Sheinfeld,,,,,2002,,,,-%,-,-,8' 10.5'',6' 9.75''
1440,Preston Shumpert,,,,,2002,,,,-%,-,-,8' 7.5'',6' 8.5''
1441,Marcus Taylor,,,,,2002,,,,-%,-,-,8' 2.5'',6' 4.5''
1442,Jobey Thomas,,,,,2002,,,,-%,-,-,8' 3.5'',6' 5.75''
1443,George Williams,,,,,2002,,,,-%,-,-,8' 7'',7' 0.5''
1444,Aloysius Anagonye,,,,,2003,,,,10.50%,-,-,8' 10'',7' 2.5''
1445,Rick Anderson,,,,,2003,,,,9.90%,-,-,8' 10.5'',6' 11''
1446,LaVell Blanchard,,,,,2003,,,,11.70%,-,-,8' 5.5'',6' 6''
1447,Jermaine Boyette,,,,,2003,,,,7.30%,-,-,8' 0'',6' 4''
1448,Souleymane Camara,,,,,2003,,,,9.90%,-,-,9' 1'',7' 2.25''
1449,Matt Carroll,,,,,2003,,,,6.70%,-,-,8' 2.5'',6' 6.5''
1450,Joel Cornette,,,,,2003,,,,12.90%,-,-,8' 9.5'',6' 9.25''
1451,Marquis Daniels,,,,,2003,,,,4.00%,-,-,8' 7.5'',6' 10''
1452,Aleksander Djuric,,,,,2003,,,,16.30%,-,-,9' 0'',7' 0''
1453,Ruben Douglas,,,,,2003,,,,6.00%,-,-,8' 4.5'',6' 7.25''
1454,Ronald Dupree,,,,,2003,,,,6.70%,-,-,8' 5'',6' 8.25''
1455,Carl English,,,,,2003,,,,8.00%,-,-,8' 2.5'',6' 5.25''
1456,Ebi Ere,,,,,2003,,,,14.10%,-,-,8' 6'',6' 10.5''
1457,Marquis Estill,,,,,2003,,,,11.70%,-,-,9' 0'',7' 4''
1458,Jason Gardner,,,,,2003,,,,9.30%,-,-,7' 8'',6' 1''
1460,Trevor Harvey,,,,,2003,,,,10.50%,-,-,9' 1.5'',7' 1''
1461,Marcus Hatten,,,,,2003,,,,4.00%,-,-,8' 2'',6' 6.25''
1462,Jerry Holman,,,,,2003,,,,6.00%,-,-,9' 1.5'',7' 3.25''
1463,Sam Hoskin,,,,,2003,,,,-%,-,-,8' 11.5'',6' 10.75''
1464,Sani Ibrahim,,,,,2003,,,,9.30%,-,-,9' 1.5'',7' 1''
1465,Michael Ignerski,,,,,2003,,,,10.50%,-,-,8' 11'',6' 10.75''
1466,Robert Jackson,,,,,2003,,,,15.90%,-,-,8' 11.5'',7' 0''
1467,Britton Johnsen,,,,,2003,,,,7.30%,-,-,8' 11.5'',6' 10.75''
1468,Jason Keep,,,,,2003,,,,8.60%,-,-,8' 10.5'',7' 0.5''
1469,Bernard King,,,,,2003,,,,12.90%,-,-,8' 2.5'',6' 5.5''
1470,Brandin Knight,,,,,2003,,,,10.50%,-,-,7' 11.5'',6' 6''
1471,Donald Little,,,,,2003,,,,7.30%,-,-,8' 1'',7' 3''
1472,Chris Marcus,,,,,2003,,,,23.10%,-,-,9' 6'',7' 8''
1473,Chris Massie,,,,,2003,,,,14.80%,-,-,8' 10.5'',7' 1''
1474,Will McDonald,,,,,2003,,,,13.60%,-,-,9' 1.5'',7' 3.5''
1475,Jeff Newton,,,,,2003,,,,5.30%,-,-,8' 10'',7' 1''
1476,Uche Nsonwu-Amadi,,,,,2003,,,,6.00%,-,-,8' 10.5'',7' 3.75''
1477,Ugonna Okyekwe,,,,,2003,,,,4.30%,-,-,9' 1'',7' 3''
1478,Marlon Parmer,,,,,2003,,,,9.30%,-,-,8' 1'',6' 3.5''
1479,Stephane Pelle,,,,,2003,,,,12.40%,-,-,8' 11'',7' 2''
1480,Kirk Penney,,,,,2003,,,,8.00%,-,-,8' 1'',6' 5.25''
1482,Josh Powell,,,,,2003,,,,8.00%,-,-,8' 11.5'',7' 1''
1483,Hollis Price,,,,,2003,,,,7.30%,-,-,7' 10.5'',6' 4.5''
1484,Joe Shipp,,,,,2003,,,,11.70%,-,-,8' 7'',6' 10''
1485,Ron Slay,,,,,2003,,,,16.30%,-,-,8' 7.5'',6' 10''
1486,Tommy Smith,,,,,2003,,,,6.70%,-,-,8' 11.5'',7' 2.5''
1487,Theron Smith,,,,,2003,,,,9.30%,-,-,8' 8.5'',6' 10.25''
1488,Marvin Stone,,,,,2003,,,,17.40%,-,-,9' 1.5'',7' 3.5''
1490,Wayne Wallace,,,,,2003,,,,4.60%,-,-,9' 0'',7' 2''
1491,Wesley Wilson,,,,,2003,,,,12.40%,-,-,9' 2.5'',7' 3''
1492,Doug Wrenn,,,,,2003,,,,7.30%,-,-,8' 4.5'',7' 7.5''
1493,Andre Barrett,,,,,2004,,,,6.70%,-,-,7' 8'',6' 1''
1495,Tony Bobbitt,,,,,2004,,,,7.30%,-,-,8' 4'',6' 7''
1496,Brian Boddicker,,,,,2004,,,,11.20%,-,-,8' 9.5'',6' 10''
1497,Tim Bowers,,,,,2004,,,,2.60%,-,-,8' 2'',6' 9''
1498,Andre Brown,,,,,2004,,,,6.00%,-,-,8' 11'',6' 11''
1499,Jackie Butler,,,,,2004,,,,16.30%,-,-,9' 1'',7' 1.5''
1500,Aleksandar Capin,,,,,2004,,,,9.30%,-,-,7' 10'',6' 1.5''
1501,Ales Chan,,,,,2004,,,,14.80%,-,-,9' 5'',7' 3''
1502,TJ Cummings,,,,,2004,,,,6.70%,-,-,8' 10.5'',6' 9.5''
1503,Erik Daniels,,,,,2004,,,,18.50%,-,-,8' 10'',6' 11''
1504,Marcus Douthit,,,,,2004,,,,13.70%,-,-,9' 3.5'',7' 4''
1505,John Edwards,,,,,2004,,,,14.10%,-,-,9' 5'',7' 4.5''
1506,Desmon Farmer,,,,,2004,,,,5.30%,-,-,8' 7'',6' 8.5''
1507,Chris Garnett,,,,,2004,,,,14.80%,-,-,9' 0'',7' 1''
1509,Rolando Howell,,,,,2004,,,,11.70%,-,-,8' 11'',7' 0.5''
1510,Martin Iti,,,,,2004,,,,10.50%,-,-,9' 3.5'',7' 5''
1511,Arthur Johnson,,,,,2004,,,,16.30%,-,-,9' 1'',7' 3''
1512,Ivan Koljevic,,,,,2004,,,,6.70%,-,-,7' 11'',6' 2.5''
1513,Herve Lamizana,,,,,2004,,,,6.70%,-,-,8' 11'',7' 1.5''
1514,Sergei Lishouk,,,,,2004,,,,10.50%,-,-,9' 1.5'',7' 0''
1515,Jaime Lloreda,,,,,2004,,,,9.90%,-,-,8' 11'',6' 9.5''
1516,Bryant Matthews,,,,,2004,,,,6.70%,-,-,8' 9.5'',7' 0.5''
1517,Marcus Melvin,,,,,2004,,,,10.50%,-,-,8' 9.5'',7' 0''
1518,Rich Melzer,,,,,2004,,,,12.40%,-,-,8' 11'',7' 2''
1519,Ricky Minard,,,,,2004,,,,8.00%,-,-,8' 5.5'',6' 7''
1520,James Moore,,,,,2004,,,,8.00%,-,-,8' 11'',7' 0.5''
1521,Marcus Moore,,,,,2004,,,,14.80%,-,-,8' 5.5'',6' 9''
